#TYPE Selected.System.Management.Automation.PSCustomObject
"PSComputerName","ObjectClass","Name"
"ESPWSR0033","User","ESPWSR0033\Administrator"
"ESPWSR0033","Group","GLOBAL\Domain Admins"
"ESPWSR0033","Group","GLOBAL\ESP_RES_SY_ESPWSR0033_ADMIN"
"ESPWSR0033","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0033","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0033","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0034","User","ESPWSR0034\Administrator"
"ESPWSR0034","Group","GLOBAL\Domain Admins"
"ESPWSR0034","Group","GLOBAL\ESP_RES_SY_ESPWSR0034_ADMIN"
"ESPWSR0034","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0034","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0034","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0035","User","ESPWSR0035\Administrator"
"ESPWSR0035","Group","GLOBAL\Domain Admins"
"ESPWSR0035","Group","GLOBAL\ESP_RES_SY_ESPWSR0035_ADMIN"
"ESPWSR0035","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0035","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0035","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0036","User","ESPWSR0036\Administrator"
"ESPWSR0036","Group","GLOBAL\Domain Admins"
"ESPWSR0036","Group","GLOBAL\ESP_RES_SY_ESPWSR0036_ADMIN"
"ESPWSR0036","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0036","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0036","Group","GLOBAL\SHH_ROL_NOTESSUPPORT"
"ESPWSR0036","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0037","User","ESPWSR0037\Administrator"
"ESPWSR0037","User","GLOBAL\admbarcelfr"
"ESPWSR0037","User","GLOBAL\admvelleca"
"ESPWSR0037","Group","GLOBAL\Domain Admins"
"ESPWSR0037","Group","GLOBAL\ESP_RES_SY_ESPWSR0037_ADMIN"
"ESPWSR0037","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0037","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0037","User","GLOBAL\svcespsvcbinsa"
"ESPWSR0037","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0038","User","ESPWSR0038\Administrator"
"ESPWSR0038","Group","GLOBAL\Domain Admins"
"ESPWSR0038","Group","GLOBAL\ESP_RES_SY_ESPWSR0038_ADMIN"
"ESPWSR0038","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0038","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0038","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0039","User","ESPWSR0039\Administrator"
"ESPWSR0039","Group","GLOBAL\Domain Admins"
"ESPWSR0039","Group","GLOBAL\ESP_RES_SY_ESPWSR0039_ADMIN"
"ESPWSR0039","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0039","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0039","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0040","User","ESPWSR0040\Administrator"
"ESPWSR0040","Group","GLOBAL\Domain Admins"
"ESPWSR0040","Group","GLOBAL\ESP_RES_SY_ESPWSR0040_ADMIN"
"ESPWSR0040","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0040","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0040","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0041","User","ESPWSR0041\Administrator"
"ESPWSR0041","Group","GLOBAL\Domain Admins"
"ESPWSR0041","Group","GLOBAL\ESP_RES_SY_ESPWSR0041_ADMIN"
"ESPWSR0041","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0041","User","GLOBAL\sancheig"
"ESPWSR0041","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0041","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0042","User","ESPWSR0042\Administrator"
"ESPWSR0042","Group","GLOBAL\Domain Admins"
"ESPWSR0042","Group","GLOBAL\ESP_RES_SY_ESPWSR0042_ADMIN"
"ESPWSR0042","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0042","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0042","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0043","User","ESPWSR0043\Administrator"
"ESPWSR0043","Group","GLOBAL\Domain Admins"
"ESPWSR0043","Group","GLOBAL\ESP_RES_SY_ESPWSR0043_ADMIN"
"ESPWSR0043","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0043","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0043","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0044","User","ESPWSR0044\Administrator"
"ESPWSR0044","Group","GLOBAL\Domain Admins"
"ESPWSR0044","Group","GLOBAL\ESP_RES_SY_ESPWSR0044_ADMIN"
"ESPWSR0044","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0044","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0044","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0046","User","ESPWSR0046\Administrator"
"ESPWSR0046","Group","GLOBAL\Domain Admins"
"ESPWSR0046","Group","GLOBAL\ESP_RES_SY_ESPWSR0046_ADMIN"
"ESPWSR0046","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0046","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0046","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"ESPWSR0046","User","GLOBAL\svcespiniciaservices"
"ESPWSR0046","User","GLOBAL\svcespulmapda01"
"ESPWSR0046","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0111","User","ESPWSR0111\Administrator"
"ESPWSR0111","Group","GLOBAL\Domain Admins"
"ESPWSR0111","Group","GLOBAL\ESP_RES_SY_ESPWSR0111_ADMIN"
"ESPWSR0111","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0111","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0111","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0112","User","ESPWSR0112\Administrator"
"ESPWSR0112","User","GLOBAL\admblascoj3"
"ESPWSR0112","User","GLOBAL\admyuberoju"
"ESPWSR0112","Group","GLOBAL\Domain Admins"
"ESPWSR0112","Group","GLOBAL\ESP_RES_SY_ESPWSR0112_ADMIN"
"ESPWSR0112","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0112","User","GLOBAL\infantjo"
"ESPWSR0112","User","GLOBAL\rodrigm4"
"ESPWSR0112","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0112","User","GLOBAL\vicents2"
"ESPWSR0112","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"ESPWSR0204","User","ESPWSR0204\Administrator"
"ESPWSR0204","Group","GLOBAL\Domain Admins"
"ESPWSR0204","Group","GLOBAL\ESP_RES_SY_ESPWSR0204_ADMIN"
"ESPWSR0204","Group","GLOBAL\ESP_RES_SY_SERVER_ADMIN"
"ESPWSR0204","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"ESPWSR0204","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"HAGWSR0002","Group","GLOBAL\Domain Admins"
"HAGWSR0002","Group","GLOBAL\HAG_RES_SY_HAGWSR0002_ADMIN"
"HAGWSR0002","Group","GLOBAL\HAG_RES_SY_SERVER_ADMIN"
"HAGWSR0002","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"HAGWSR0002","User","GLOBAL\svchagbackupserver"
"HAGWSR0002","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"HAGWSR0002","User","HAGWSR0002\Administrator"
"HAGWSR0011","Group","GLOBAL\Domain Admins"
"HAGWSR0011","Group","GLOBAL\HAG_RES_SY_HAGWSR0011_ADMIN"
"HAGWSR0011","Group","GLOBAL\HAG_RES_SY_SERVER_ADMIN"
"HAGWSR0011","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"HAGWSR0011","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"HAGWSR0011","User","HAGWSR0011\Administrator"
"HAGWSR0015","Group","GLOBAL\Domain Admins"
"HAGWSR0015","Group","GLOBAL\HAG_RES_SY_HAGWSR0015_ADMIN"
"HAGWSR0015","Group","GLOBAL\HAG_RES_SY_SERVER_ADMIN"
"HAGWSR0015","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"HAGWSR0015","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"HAGWSR0015","User","HAGWSR0015\Administrator"
"HELWSR0003","User","GLOBAL\admluukkahe"
"HELWSR0003","Group","GLOBAL\Domain Admins"
"HELWSR0003","Group","GLOBAL\HEL_RES_SY_HELWSR0003_ADMIN"
"HELWSR0003","Group","GLOBAL\HEL_RES_SY_SERVER_ADMIN"
"HELWSR0003","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"HELWSR0003","Group","GLOBAL\SHH_USR_READSOFT-SERVER-ADMIN"
"HELWSR0003","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"HELWSR0003","User","HELWSR0003\Administrator"
"INDWSR0006","Group","GLOBAL\Domain Admins"
"INDWSR0006","Group","GLOBAL\IND_RES_SY_INDWSR0006_ADMIN"
"INDWSR0006","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0006","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0006","User","INDWSR0006\Administrator"
"INDWSR0027","Group","GLOBAL\Domain Admins"
"INDWSR0027","Group","GLOBAL\IND_RES_SY_INDWSR0027_ADMIN"
"INDWSR0027","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0027","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0027","User","GLOBAL\svcindsymbackup"
"INDWSR0027","User","INDWSR0027\Administrator"
"INDWSR0028","Group","GLOBAL\Domain Admins"
"INDWSR0028","Group","GLOBAL\IND_RES_SY_INDWSR0028_ADMIN"
"INDWSR0028","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0028","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0028","User","INDWSR0028\Administrator"
"INDWSR0064","User","GLOBAL\admbrinskst"
"INDWSR0064","User","GLOBAL\admmackge"
"INDWSR0064","User","GLOBAL\admpadheera"
"INDWSR0064","User","GLOBAL\admrosenefl"
"INDWSR0064","User","GLOBAL\admtejankam"
"INDWSR0064","Group","GLOBAL\Domain Admins"
"INDWSR0064","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0064","User","GLOBAL\retired68786"
"INDWSR0064","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0064","User","GLOBAL\svcwifautodeskvault"
"INDWSR0064","User","INDWSR0064\Administrator"
"INDWSR0065","Group","GLOBAL\Domain Admins"
"INDWSR0065","Group","GLOBAL\IND_RES_SY_INDWSR0065_ADMIN"
"INDWSR0065","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0065","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0065","User","GLOBAL\svcindsymbackup"
"INDWSR0065","User","INDWSR0065\Administrator"
"INDWSR0066","Group","GLOBAL\Domain Admins"
"INDWSR0066","Group","GLOBAL\IND_RES_SY_INDWSR0066_ADMIN"
"INDWSR0066","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0066","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0066","User","INDWSR0066\Administrator"
"INDWSR0067","Group","GLOBAL\Domain Admins"
"INDWSR0067","Group","GLOBAL\IND_RES_SY_INDWSR0067_ADMIN"
"INDWSR0067","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0067","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0067","Group","GLOBAL\SHH_RES_SY_SERVER_LANDESK-DEPOT-ADMIN"
"INDWSR0067","User","INDWSR0067\Administrator"
"INDWSR0069","Group","GLOBAL\Domain Admins"
"INDWSR0069","Group","GLOBAL\IND_RES_SY_INDWSR0069_ADMIN"
"INDWSR0069","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0069","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0069","User","INDWSR0069\Administrator"
"INDWSR0073","Group","GLOBAL\Domain Admins"
"INDWSR0073","Group","GLOBAL\IND_RES_SY_INDWSR0073_ADMIN"
"INDWSR0073","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0073","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0073","User","INDWSR0073\Administrator"
"INDWSR0076","Group","GLOBAL\Domain Admins"
"INDWSR0076","Group","GLOBAL\IND_RES_SY_INDWSR0076_ADMIN"
"INDWSR0076","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0076","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0076","User","GLOBAL\sundarar"
"INDWSR0076","User","INDWSR0076\Administrator"
"INDWSR0078","Group","GLOBAL\Domain Admins"
"INDWSR0078","Group","GLOBAL\IND_RES_SY_INDWSR0078_ADMIN"
"INDWSR0078","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0078","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0078","User","INDWSR0078\Administrator"
"INDWSR0079","Group","GLOBAL\Domain Admins"
"INDWSR0079","Group","GLOBAL\IND_RES_SY_INDWSR0079_ADMIN"
"INDWSR0079","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0079","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0079","User","INDWSR0079\Administrator"
"INDWSR0082","Group","GLOBAL\Domain Admins"
"INDWSR0082","Group","GLOBAL\IND_RES_SY_INDWSR0082_ADMIN"
"INDWSR0082","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0082","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0082","User","INDWSR0082\Administrator"
"INDWSR0085","Group","GLOBAL\Domain Admins"
"INDWSR0085","Group","GLOBAL\IND_RES_SY_INDWSR0085_ADMIN"
"INDWSR0085","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0085","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0085","User","INDWSR0085\Administrator"
"INDWSR0086","Group","GLOBAL\Domain Admins"
"INDWSR0086","Group","GLOBAL\IND_RES_SY_INDWSR0086_ADMIN"
"INDWSR0086","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0086","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0086","User","INDWSR0086\Administrator"
"INDWSR0087","Group","GLOBAL\Domain Admins"
"INDWSR0087","Group","GLOBAL\IND_RES_SY_INDWSR0087_ADMIN"
"INDWSR0087","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0087","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0087","User","INDWSR0087\Administrator"
"INDWSR0088","Group","GLOBAL\Domain Admins"
"INDWSR0088","Group","GLOBAL\IND_RES_SY_INDWSR0088_ADMIN"
"INDWSR0088","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0088","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0088","User","INDWSR0088\Administrator"
"INDWSR0089","Group","GLOBAL\Domain Admins"
"INDWSR0089","Group","GLOBAL\IND_RES_SY_INDWSR0089_ADMIN"
"INDWSR0089","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0089","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0089","User","INDWSR0089\Administrator"
"INDWSR0090","Group","GLOBAL\Domain Admins"
"INDWSR0090","Group","GLOBAL\IND_RES_SY_INDWSR0090_ADMIN"
"INDWSR0090","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0090","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0090","User","INDWSR0090\Administrator"
"INDWSR0091","Group","GLOBAL\Domain Admins"
"INDWSR0091","Group","GLOBAL\IND_RES_SY_INDWSR0091_ADMIN"
"INDWSR0091","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0091","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0091","User","INDWSR0091\Administrator"
"INDWSR0092","Group","GLOBAL\Domain Admins"
"INDWSR0092","Group","GLOBAL\IND_RES_SY_INDWSR0092_ADMIN"
"INDWSR0092","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0092","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0092","User","INDWSR0092\Administrator"
"INDWSR0093","Group","GLOBAL\Domain Admins"
"INDWSR0093","Group","GLOBAL\IND_RES_SY_INDWSR0093_ADMIN"
"INDWSR0093","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0093","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0093","User","INDWSR0093\Administrator"
"INDWSR0100","Group","GLOBAL\Domain Admins"
"INDWSR0100","Group","GLOBAL\IND_RES_SY_INDWSR0100_ADMIN"
"INDWSR0100","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0100","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0100","User","INDWSR0100\Administrator"
"INDWSR0101","Group","GLOBAL\Domain Admins"
"INDWSR0101","Group","GLOBAL\IND_RES_SY_INDWSR0101_ADMIN"
"INDWSR0101","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0101","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0101","User","INDWSR0101\Administrator"
"INDWSR0102","Group","GLOBAL\Domain Admins"
"INDWSR0102","Group","GLOBAL\IND_RES_SY_INDWSR0102_ADMIN"
"INDWSR0102","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0102","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0102","User","INDWSR0102\Administrator"
"INDWSR0103","Group","GLOBAL\Domain Admins"
"INDWSR0103","Group","GLOBAL\IND_RES_SY_INDWSR0103_ADMIN"
"INDWSR0103","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0103","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0103","User","INDWSR0103\Administrator"
"INDWSR0104","Group","GLOBAL\Domain Admins"
"INDWSR0104","Group","GLOBAL\IND_RES_SY_INDWSR0104_ADMIN"
"INDWSR0104","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0104","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0104","User","INDWSR0104\Administrator"
"INDWSR0105","Group","GLOBAL\Domain Admins"
"INDWSR0105","Group","GLOBAL\IND_RES_SY_INDWSR0105_ADMIN"
"INDWSR0105","Group","GLOBAL\IND_RES_SY_SERVER_ADMIN"
"INDWSR0105","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INDWSR0105","User","INDWSR0105\Administrator"
"INFWSR0001","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INFWSR0001","Group","GLOBAL\Domain Admins"
"INFWSR0001","Group","GLOBAL\RETIRED14374"
"INFWSR0001","Group","GLOBAL\SDB_RES_SY_SERVER_ADMIN"
"INFWSR0001","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INFWSR0001","Group","GLOBAL\SHH_RES_SY_SERVER_SAP-ADMIN"
"INFWSR0001","Group","GLOBAL\SIS_RES_SY_INFWSR0001_ADMIN"
"INFWSR0001","User","INFWSR0001\Administrator"
"INFWSR0001","User","INFWSR0001\Viewer"
"INFWSR0002","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INFWSR0002","Group","GLOBAL\Domain Admins"
"INFWSR0002","Group","GLOBAL\RETIRED14374"
"INFWSR0002","Group","GLOBAL\SDB_RES_SY_SERVER_ADMIN"
"INFWSR0002","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INFWSR0002","Group","GLOBAL\SHH_RES_SY_SERVER_SAP-ADMIN"
"INFWSR0002","Group","GLOBAL\SIS_RES_SY_INFWSR0002_ADMIN"
"INFWSR0002","User","INFWSR0002\Administrator"
"INFWSR0002","User","INFWSR0002\Viewer"
"INFWSR0004","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INFWSR0004","Group","GLOBAL\Domain Admins"
"INFWSR0004","Group","GLOBAL\RETIRED14374"
"INFWSR0004","Group","GLOBAL\SDB_RES_SY_INFWSR0004_ADMIN"
"INFWSR0004","Group","GLOBAL\SDB_RES_SY_SERVER_ADMIN"
"INFWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INFWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_SAP-ADMIN"
"INFWSR0004","User","INFWSR0004\Administrator"
"INFWSR0004","User","INFWSR0004\Viewer"
"INFWSR0005","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INFWSR0005","User","GLOBAL\admcervelad"
"INFWSR0005","User","GLOBAL\admfaesslro"
"INFWSR0005","User","GLOBAL\admgrunerno"
"INFWSR0005","User","GLOBAL\admlauxer"
"INFWSR0005","User","GLOBAL\admmengisgu"
"INFWSR0005","User","GLOBAL\admtrofimol"
"INFWSR0005","User","GLOBAL\admwangbrya"
"INFWSR0005","User","GLOBAL\admxiemin2"
"INFWSR0005","User","GLOBAL\admyangji2"
"INFWSR0005","User","GLOBAL\cervelad"
"INFWSR0005","Group","GLOBAL\Domain Admins"
"INFWSR0005","Group","GLOBAL\RETIRED118213"
"INFWSR0005","User","GLOBAL\retired118284"
"INFWSR0005","User","GLOBAL\retired140568"
"INFWSR0005","Group","GLOBAL\RETIRED14374"
"INFWSR0005","User","GLOBAL\retired144624"
"INFWSR0005","User","GLOBAL\retired144856"
"INFWSR0005","User","GLOBAL\retired151070"
"INFWSR0005","User","GLOBAL\retired181833"
"INFWSR0005","User","GLOBAL\retired190881"
"INFWSR0005","User","GLOBAL\retired231421"
"INFWSR0005","User","GLOBAL\retired332648"
"INFWSR0005","User","GLOBAL\retired342274"
"INFWSR0005","Group","GLOBAL\SDB_RES_SY_SERVER_ADMIN"
"INFWSR0005","Group","GLOBAL\SHH_RES_AP_SPS_KPI-DASHBOARD-DEVELOPER"
"INFWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INFWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"INFWSR0005","User","GLOBAL\sigristh"
"INFWSR0005","Group","GLOBAL\SIS_RES_SY_SERVER_ADMIN"
"INFWSR0005","User","GLOBAL\svcshhspsadmindev"
"INFWSR0005","User","GLOBAL\svcshhspsserver"
"INFWSR0005","User","GLOBAL\wangbrya"
"INFWSR0005","User","GLOBAL\xiemin2"
"INFWSR0005","User","GLOBAL\yangji2"
"INFWSR0005","User","INFWSR0005\Administrator"
"INFWSR0005","User","INFWSR0005\martin.schneider"
"INFWSR0005","User","INFWSR0005\Viewer"
"INFWSR0005","Group","NT AUTHORITY\NETWORK SERVICE"
"INFWSR0011","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INFWSR0011","User","GLOBAL\admfaesslro"
"INFWSR0011","Group","GLOBAL\Domain Admins"
"INFWSR0011","Group","GLOBAL\RETIRED14374"
"INFWSR0011","Group","GLOBAL\SDB_RES_SY_SERVER_ADMIN"
"INFWSR0011","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INFWSR0011","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"INFWSR0011","Group","GLOBAL\SIS_RES_SY_INFWSR0011_ADMIN"
"INFWSR0011","User","INFWSR0011\Administrator"
"INFWSR0011","User","INFWSR0011\Viewer"
"INFWSR0012","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INFWSR0012","Group","GLOBAL\Domain Admins"
"INFWSR0012","Group","GLOBAL\SDB_RES_SY_SERVER_ADMIN"
"INFWSR0012","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INFWSR0012","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"INFWSR0012","Group","GLOBAL\SIS_RES_SY_INFWSR0012_ADMIN"
"INFWSR0012","Group","GLOBAL\SIS_RES_SY_SERVER_ADMIN"
"INFWSR0012","User","INFWSR0012\Administrator"
"INFWSR0012","User","INFWSR0012\Viewer"
"INVWSR0004","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INVWSR0004","Group","GLOBAL\Domain Admins"
"INVWSR0004","Group","GLOBAL\INV_RES_SY_INVWSR0004_ADMIN"
"INVWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INVWSR0004","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"INVWSR0004","User","INVWSR0004\Administrator"
"INVWSR0004","User","INVWSR0004\tempadm"
"INVWSR0005","Group","GLOBAL\001_RES_SY_SERVER_ADMIN"
"INVWSR0005","Group","GLOBAL\Domain Admins"
"INVWSR0005","Group","GLOBAL\INV_RES_SY_INVWSR0005_ADMIN"
"INVWSR0005","User","GLOBAL\sartoral"
"INVWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INVWSR0005","Group","GLOBAL\SHH_RES_SY_SERVER_SQL-ADMIN"
"INVWSR0005","User","INVWSR0005\Administrator"
"INVWSR0005","User","INVWSR0005\tempadm"
"INVWSR0007","Group","GLOBAL\Domain Admins"
"INVWSR0007","Group","GLOBAL\INV_RES_SY_INVWSR0007_ADMIN"
"INVWSR0007","Group","GLOBAL\INV_RES_SY_SERVER_ADMIN"
"INVWSR0007","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INVWSR0007","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"INVWSR0007","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
"INVWSR0007","User","INVWSR0007\Administrator"
"INVWSR0008","Group","GLOBAL\Domain Admins"
"INVWSR0008","Group","GLOBAL\INV_RES_SY_INVWSR0008_ADMIN"
"INVWSR0008","Group","GLOBAL\INV_RES_SY_SERVER_ADMIN"
"INVWSR0008","User","GLOBAL\sartoral"
"INVWSR0008","Group","GLOBAL\SHH_RES_SY_SERVER_ADMIN"
"INVWSR0008","Group","GLOBAL\SHH_RES_SY_SERVER_IIS-ADMIN"
"INVWSR0008","Group","GLOBAL\WII_RES_SY_SERVER_ADMIN"
